loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system
L-101053,B-63862,Mortgage,2021-11-08,2031-09-17,136944.75,30270.88,0.1115,120,NC,Other,A,17 years,>150k,Charged Off,189,Alpha Servicing,2024-01-04,2024-07-05,Missing,LendingWeb
L-101054,B-21093,Student,2020-12-15,2025-11-19,104501.53,38777.21,0.0587,60,FL,Other,C,14 years,50k-100k,Late (31-120 days),45,Gamma Collections,2022-07-12,2024-04-08,Missing,LendingWeb
L-101055,B-36516,Auto,2020-09-13,2023-08-29,43949.36,33733.91,0.1318,36,ND,Major Purchase,D,0 years,100k-150k,Fully Paid,0,Gamma Collections,2021-10-26,2024-08-25,,LendingWeb
L-101434,B-75454,Personal,2023-02-01,2052-08-27,295479.13,241090.76,0.1257,360,LA,Other,G,20 years,100k-150k,Late (16-30 days),21,Beta Loan Servicers,2024-05-23,2024-06-19,Expired,LendingWeb
L-101057,B-61514,Student,2023-08-22,2053-03-17,481326.19,72615.62,0.055,360,LA,Home Improvement,A,5 years,100k-150k,Late (31-120 days),125,Alpha Servicing,2025-03-22,2024-01-19,Pending,LendingWeb
L-101058,B-76590,Auto,2021-10-31,2026-10-05,381406.82,219978.53,0.0688,60,MS,Medical Expenses,D,12 years,100k-150k,Closed,0,Delta Financial,2022-06-04,2024-02-28,Missing,Legacy
L-101059,B-69401,Personal,2019-07-14,2024-06-17,187131.65,126112.43,0.1485,60,LA,Home Improvement,D,3 years,100k-150k,Current,0,Gamma Collections,2021-06-09,2024-04-08,Missing,Manual
L-101060,B-25249,Personal,2021-07-21,2031-05-30,110678.03,82751.15,0.0843,120,NE,Home Improvement,F,14 years,50k-100k,Current,0,Alpha Servicing,2021-09-19,2024-02-16,Pending,OriginatePro
L-101061,B-28623,Auto,2018-11-22,2028-09-30,366295.28,167509.51,0.1399,120,OK,Credit Card Refinancing,C,5 years,50k-100k,Late (31-120 days),199,Gamma Collections,2021-01-16,2024-03-14,Expired,LendingWeb
L-101062,B-45003,Student,2018-07-19,2021-07-03,251123.94,154253.55,0.0496,36,TN,Other,A,16 years,>150k,Closed,0,Gamma Collections,2021-01-30,2024-03-08,Expired,Manual
L-101063,B-69371,Mortgage,2022-10-28,2052-05-23,342574.44,145727.78,0.0534,360,AL,Debt Consolidation,C,1 years,<50k,Closed,0,Gamma Collections,2025-03-10,2024-03-27,Expired,Legacy
L-101064,B-13222,Personal,2021-08-26,2024-08-10,23001.44,19243.46,0.0881,36,UT,Home Improvement,F,4 years,<50k,Late (31-120 days),78,Gamma Collections,2023-01-12,2024-04-04,Expired,Legacy
L-101065,B-89195,Personal,2020-07-17,2023-07-02,385773.49,105737.95,0.0778,36,SD,Other,A,15 years,50k-100k,Current,0,Beta Loan Servicers,2020-12-18,2024-04-13,Pending,LendingWeb
L-101066,B-30207,Student,2019-12-22,2022-12-06,302461.86,75370.36,0.1172,36,NY,Home Improvement,C,4 years,100k-150k,Charged Off,121,Beta Loan Servicers,2022-08-09,2024-04-05,Missing,OriginatePro
L-101067,B-93877,Student,2020-07-18,2025-06-22,447342.63,260671.83,0.0509,60,ME,Credit Card Refinancing,G,15 years,50k-100k,Closed,0,Gamma Collections,2021-04-04,2024-03-08,Expired,Manual
L-101068,B-21417,Personal,2018-05-23,2047-12-17,201562.53,166474.2,0.0961,360,NJ,Debt Consolidation,E,5 years,>150k,Charged Off,158,Alpha Servicing,2020-08-12,2024-03-27,Missing,Manual
L-101069,B-15056,Auto,2018-02-27,2047-09-23,66717.24,27830.47,0.0725,360,OK,Home Improvement,E,17 years,50k-100k,Fully Paid,0,Alpha Servicing,2020-08-24,2024-08-22,Expired,LendingWeb
L-101070,B-80009,Personal,2022-07-07,2052-01-31,104150.54,47294.03,0.0615,360,GA,Home Improvement,B,4 years,50k-100k,Late (16-30 days),30,Alpha Servicing,2024-05-16,2024-02-25,Pending,LendingWeb
L-101071,B-30180,Personal,2019-09-24,2024-08-28,93425.91,80970.69,0.0786,60,MO,Home Improvement,G,19 years,100k-150k,Late (16-30 days),21,Alpha Servicing,2022-05-02,2024-07-08,Expired,OriginatePro
L-101072,B-18738,Auto,2023-12-18,2026-12-02,139420.23,90196.44,0.089,36,CT,Home Improvement,A,15 years,100k-150k,Late (16-30 days),29,Gamma Collections,2026-03-17,2024-02-21,Pending,OriginatePro
L-101073,B-11776,Auto,2020-06-19,2050-01-13,91384.82,57469.97,0.091,360,ME,Other,D,7 years,>150k,Fully Paid,0,Gamma Collections,2021-08-18,2024-02-11,Pending,Manual
L-101074,B-15902,Personal,2021-07-28,2031-06-06,286495.1,211841.85,0.1424,120,TX,Debt Consolidation,C,2 years,>150k,Fully Paid,0,Gamma Collections,2021-11-08,2024-02-19,Pending,LendingWeb
L-101075,B-66133,Personal,2018-03-11,2021-02-23,290234.83,116320.37,0.1482,36,PA,Credit Card Refinancing,D,17 years,>150k,Late (31-120 days),78,Alpha Servicing,2019-08-11,2024-01-26,Missing,Legacy
,B-43242,Mortgage,2022-11-16,2027-10-21,334998.45,52560.09,0.134,60,NY,Debt Consolidation,B,2 years,50k-100k,Late (31-120 days),49,Beta Loan Servicers,2024-07-23,2024-04-25,Expired,Manual
L-101077,B-70654,Student,2022-07-21,2025-07-05,285365.37,147983.6,0.0559,36,HI,Major Purchase,D,15 years,50k-100k,Current,0,Beta Loan Servicers,2023-01-02,2024-08-21,Expired,Legacy
L-101078,B-70343,Personal,2023-12-13,2053-07-08,326130.43,142285.91,0.0585,360,SD,Home Improvement,F,18 years,100k-150k,Late (16-30 days),17,Alpha Servicing,2025-10-18,2024-07-11,Pending,OriginatePro
L-101079,B-14047,Personal,2020-01-15,2024-12-19,66721.16,9110.41,0.0445,60,CA,Credit Card Refinancing,G,0 years,100k-150k,Default,127,Gamma Collections,2020-11-29,2024-08-26,Pending,Manual
L-101080,B-10902,Auto,2018-01-05,2022-12-10,213328.12,117119.25,0.0775,60,MD,Medical Expenses,F,13 years,>150k,Default,107,Delta Financial,2019-10-04,2024-08-10,Available,Manual
L-101081,B-36385,Student,2021-11-24,2051-06-20,346859.97,44058.08,0.1329,360,AZ,Debt Consolidation,D,7 years,100k-150k,Late (31-120 days),87,Delta Financial,2022-07-15,2024-01-19,Expired,LendingWeb
L-101082,B-84061,Student,2020-02-03,2049-08-29,223482.82,41998.67,0.1062,360,TN,Credit Card Refinancing,B,18 years,>150k,Late (16-30 days),21,Beta Loan Servicers,2020-04-23,2024-06-19,Expired,Legacy
L-101083,B-33494,Personal,2021-12-03,2024-11-17,84948.44,19443.15,0.0796,36,IN,Major Purchase,C,7 years,<50k,Closed,0,Gamma Collections,2023-09-22,2024-05-17,Pending,Manual
L-101084,B-55702,Personal,2022-08-23,2052-03-18,127766.77,112166.41,0.1204,360,ME,Other,B,9 years,100k-150k,Closed,0,Alpha Servicing,2024-12-10,2024-05-20,Available,Manual
L-101085,B-84630,Mortgage,2020-09-20,2030-07-30,141515.03,65197.72,0.0572,120,LA,Major Purchase,C,0 years,50k-100k,Late (16-30 days),19,Alpha Servicing,2022-06-19,2024-06-17,Expired,OriginatePro
L-101086,B-89356,Student,2020-06-14,2030-04-23,54380.69,12298.45,0.1461,120,WI,Medical Expenses,D,4 years,<50k,Fully Paid,0,Beta Loan Servicers,2020-11-08,2024-08-25,Available,Manual
L-101087,B-52837,Personal,2023-10-26,2033-09-03,100394.61,60662.22,0.1241,120,MS,Credit Card Refinancing,D,18 years,50k-100k,Closed,0,Beta Loan Servicers,2024-01-02,2024-04-01,Available,LendingWeb
L-101088,B-46456,Student,2021-05-31,2050-12-25,464805.69,101655.5,0.1033,360,OR,Debt Consolidation,G,0 years,50k-100k,Fully Paid,0,Gamma Collections,2021-10-17,2024-03-25,Available,OriginatePro
L-101089,B-70485,Personal,2022-05-31,2032-04-08,266738.68,153621.33,0.0528,120,PA,Credit Card Refinancing,F,15 years,<50k,Charged Off,141,Alpha Servicing,2025-01-29,2024-04-03,Pending,LendingWeb
L-101090,B-82423,Personal,2020-02-14,2029-12-23,349402.66,145784.42,0.0566,120,CA,Home Improvement,E,17 years,100k-150k,Current,0,Beta Loan Servicers,2021-01-12,2024-03-07,Expired,OriginatePro
L-101091,B-97916,Mortgage,2018-05-18,2023-04-22,-1000.0,47289.8,0.052,60,NE,Home Improvement,F,3 years,<50k,Late (31-120 days),90,Delta Financial,2020-06-17,2024-07-17,Expired,Legacy
L-101092,B-14282,Personal,2019-07-31,2029-06-08,193807.4,109705.33,0.036,120,TN,Debt Consolidation,F,15 years,>150k,Late (31-120 days),47,Delta Financial,2020-05-25,2024-04-02,Pending,OriginatePro
L-101093,B-51751,Auto,2019-09-28,2024-09-01,270597.95,198375.37,0.074,60,AR,Home Improvement,B,17 years,100k-150k,Default,131,Gamma Collections,2020-04-30,2024-08-25,Pending,OriginatePro
L-101094,B-36079,Mortgage,2019-07-01,2024-06-04,313686.2,90033.74,0.0464,60,FL,Credit Card Refinancing,D,18 years,<50k,Late (16-30 days),19,Alpha Servicing,2020-03-22,2024-01-08,Missing,LendingWeb
L-101095,B-63515,Student,2022-12-12,2025-11-26,368361.3,73040.37,0.1381,36,NJ,Credit Card Refinancing,G,0 years,>150k,Closed,0,Delta Financial,2023-06-05,2024-08-20,Pending,LendingWeb
L-101096,B-42653,Auto,2019-12-12,2029-10-20,322668.7,86632.51,0.0394,120,ID,Home Improvement,F,18 years,100k-150k,Closed,0,Delta Financial,2020-07-03,2024-04-01,Missing,LendingWeb
L-101097,B-27276,Auto,2019-06-05,2029-04-13,231934.07,198822.79,0.1259,120,WV,Debt Consolidation,A,14 years,50k-100k,Late (16-30 days),26,Beta Loan Servicers,2020-04-29,2023-01-01,Available,Manual
L-101098,B-64209,Personal,2023-03-10,2026-02-22,416690.04,200440.26,0.1063,36,NY,Credit Card Refinancing,G,8 years,>150k,Current,0,Beta Loan Servicers,2025-11-11,2024-05-02,Expired,LendingWeb
L-101099,B-93862,Mortgage,2022-12-11,2027-11-15,395366.8,187929.21,0.0478,60,NC,Debt Consolidation,B,4 years,100k-150k,Charged Off,41,Gamma Collections,2024-02-08,2024-07-25,Pending,LendingWeb
L-101100,B-76470,Mortgage,2020-10-10,2050-05-06,128306.37,32089.58,0.0988,360,CA,Home Improvement,A,4 years,<50k,Current,0,Alpha Servicing,2021-03-11,2024-08-17,Available,OriginatePro
L-101101,B-55436,Student,2018-07-24,2021-07-08,229935.23,230935.23,0.1289,36,ME,Other,A,20 years,50k-100k,Charged Off,69,Gamma Collections,2018-12-07,2024-05-23,Pending,OriginatePro
,B-88404,Personal,2019-03-25,2048-10-18,55501.71,13342.74,0.1386,360,MO,Other,C,7 years,50k-100k,Charged Off,147,Beta Loan Servicers,2019-10-08,2024-01-12,Pending,OriginatePro
L-101103,B-28919,Auto,2022-03-19,2027-02-21,191557.67,68271.57,0.1273,60,PA,Other,D,6 years,50k-100k,Fully Paid,0,Alpha Servicing,2024-03-26,2024-04-07,Pending,LendingWeb
L-101104,B-49589,Student,2018-03-17,2028-01-24,253590.66,130561.65,0.091,120,PA,Credit Card Refinancing,A,8 years,>150k,Current,0,Beta Loan Servicers,2018-04-26,2024-06-20,Expired,LendingWeb
L-101105,B-19354,Personal,2020-02-16,2049-09-11,250933.42,150342.05,0.1385,360,MT,Major Purchase,F,6 years,50k-100k,Current,115,Delta Financial,2020-11-10,2024-05-06,Expired,Manual
L-101106,B-72149,Personal,2019-11-30,2024-11-03,456464.02,252785.66,0.0321,60,CO,Major Purchase,C,17 years,<50k,Late (16-30 days),28,Beta Loan Servicers,2020-01-27,2024-06-19,Missing,OriginatePro
L-101107,B-87663,Personal,2019-04-25,2022-04-09,164677.26,130382.94,0.1415,36,NE,Home Improvement,A,4 years,100k-150k,Late (31-120 days),179,Delta Financial,2020-01-18,2024-07-08,Expired,OriginatePro
L-101108,B-94640,Student,2019-12-07,2029-10-15,333719.75,288054.97,0.0351,120,MO,Debt Consolidation,C,8 years,<50k,Fully Paid,0,Gamma Collections,2020-04-14,2024-04-07,Available,OriginatePro
L-101109,B-95813,Auto,2018-06-28,2028-05-06,289078.83,225867.15,0.0569,120,HI,Debt Consolidation,G,20 years,<50k,Late (16-30 days),29,Beta Loan Servicers,2018-11-01,2024-03-26,Available,LendingWeb
L-101110,B-48806,Auto,2022-03-06,2027-02-08,435516.45,232893.25,0.0943,60,MT,Credit Card Refinancing,A,3 years,<50k,Charged Off,114,Gamma Collections,2023-10-26,2024-01-13,Pending,LendingWeb
L-101111,B-27506,Auto,2018-06-24,2048-01-18,92942.37,78299.76,0.1399,360,NY,Major Purchase,F,16 years,>150k,Late (16-30 days),29,Gamma Collections,2020-01-08,2024-06-25,Expired,Manual
L-101112,B-46932,Student,2021-06-27,2024-06-11,299917.7,203757.0,0.0561,36,TX,Home Improvement,A,19 years,50k-100k,Fully Paid,0,Delta Financial,2023-11-02,2024-03-06,Available,OriginatePro
L-101113,B-33989,Auto,2021-06-05,2024-05-20,27508.71,6340.1,0.0604,36,IN,Debt Consolidation,C,15 years,<50k,Current,0,Delta Financial,2023-12-05,2024-08-05,Expired,LendingWeb
L-101114,B-85414,Auto,2019-10-21,2024-09-24,59892.36,32320.44,0.0368,60,NV,Major Purchase,D,0 years,50k-100k,Fully Paid,0,Alpha Servicing,2020-01-22,2024-01-12,Missing,OriginatePro
L-101115,B-80679,Personal,2020-03-03,2049-09-27,98333.27,17413.73,0.0686,360,AZ,Credit Card Refinancing,G,5 years,100k-150k,Late (16-30 days),30,Beta Loan Servicers,2021-10-17,2024-01-12,Missing,Manual
L-101116,B-90733,Mortgage,2018-09-13,2021-08-28,228295.42,120354.03,0.0819,36,NJ,Major Purchase,B,7 years,50k-100k,Closed,0,Beta Loan Servicers,2021-04-03,2024-07-22,Missing,OriginatePro
L-101117,B-73393,Student,2018-12-08,2028-10-16,319324.87,257573.27,0.1456,120,WI,Major Purchase,B,12 years,>150k,Current,0,Beta Loan Servicers,2020-03-26,2024-05-25,Available,Legacy
L-101118,B-19749,Mortgage,2019-09-28,2024-09-01,104556.92,29326.86,0.1031,60,CT,Other,E,16 years,50k-100k,Late (31-120 days),78,Delta Financial,2021-11-20,2024-02-17,Expired,LendingWeb
L-101119,B-12593,Student,2023-05-30,2052-12-23,195893.16,121554.47,0.0807,360,SD,Other,C,18 years,50k-100k,Current,0,Alpha Servicing,2025-11-21,2024-05-08,Available,OriginatePro
L-101120,B-71222,Student,2022-08-06,2025-07-21,233018.93,117100.02,0.0433,36,PA,Major Purchase,E,17 years,50k-100k,Charged Off,107,Gamma Collections,2024-07-12,2024-08-06,Available,OriginatePro
L-101121,B-61221,Student,2022-02-18,2051-09-14,269263.96,191440.08,0.1034,360,MN,Medical Expenses,G,3 years,50k-100k,Late (31-120 days),145,Beta Loan Servicers,2023-01-29,2024-03-11,Pending,OriginatePro
L-101122,B-88950,Personal,2022-11-18,2025-11-02,383178.16,264599.57,0.1364,36,PA,Medical Expenses,A,14 years,100k-150k,Fully Paid,0,Delta Financial,2023-05-13,2024-07-14,Pending,Legacy
L-101123,B-67392,Student,2023-06-08,2026-05-23,283405.75,153775.01,0.1014,36,MD,Other,F,15 years,100k-150k,Charged Off,121,Gamma Collections,2024-08-26,2024-05-03,Missing,LendingWeb
L-101124,B-24751,Student,2023-03-08,2028-02-10,148042.75,69086.88,0.1432,60,MI,Home Improvement,D,18 years,<50k,Default,105,Alpha Servicing,2024-01-03,2024-05-11,Available,OriginatePro
L-101125,B-96885,Student,2018-02-10,2027-12-20,482602.03,93921.14,0.1365,120,AZ,Home Improvement,D,4 years,>150k,Current,0,Delta Financial,2019-04-25,2024-05-18,Available,Legacy
L-101126,B-81350,Mortgage,2021-01-13,2030-11-22,182491.78,33487.19,0.0566,120,OK,Medical Expenses,E,17 years,50k-100k,Closed,0,Alpha Servicing,2022-01-15,2024-08-10,Missing,Manual
L-101127,B-44329,Auto,2021-11-24,2051-06-20,492202.76,142369.61,0.0479,360,NH,Credit Card Refinancing,A,1 years,<50k,Late (16-30 days),16,Gamma Collections,2023-12-31,2024-07-25,Expired,Legacy
,B-87617,Personal,2020-04-12,2023-03-28,456024.43,392296.14,0.0765,36,CT,Medical Expenses,C,18 years,50k-100k,Closed,0,Delta Financial,2021-11-17,2024-05-14,Expired,Legacy
L-101129,B-75883,Student,2018-03-21,2021-03-05,267755.65,61475.73,0.1354,36,AZ,Debt Consolidation,A,20 years,50k-100k,Default,126,Alpha Servicing,2018-06-07,2024-04-09,Pending,LendingWeb
L-101130,B-43038,Mortgage,2018-06-27,2048-01-21,244554.24,154610.16,0.1446,360,OK,Major Purchase,G,11 years,50k-100k,Late (31-120 days),40,Delta Financial,2018-12-19,2024-03-04,Pending,LendingWeb
L-101131,B-90121,Student,2023-05-11,2028-04-14,161136.06,70960.48,0.0514,60,ID,Debt Consolidation,E,0 years,100k-150k,Late (16-30 days),19,Gamma Collections,2024-09-02,2024-01-09,Expired,LendingWeb
L-101132,B-72967,Student,2021-05-28,2031-04-06,343943.48,124006.84,0.1017,120,RI,Major Purchase,C,5 years,<50k,Closed,0,Beta Loan Servicers,2022-12-26,2024-04-11,Available,Manual
L-101133,B-20726,Mortgage,2021-03-23,2031-01-30,365683.81,100390.84,0.0499,120,RI,Debt Consolidation,A,7 years,>150k,Late (16-30 days),26,Beta Loan Servicers,2023-12-17,2024-02-28,Available,Manual
L-101134,B-41041,Mortgage,2023-03-13,2052-10-06,82741.2,59401.62,0.0943,360,OH,Other,B,19 years,100k-150k,Charged Off,113,Gamma Collections,2024-10-30,2024-06-06,Missing,LendingWeb
L-101135,B-32323,Personal,2019-07-28,2029-06-05,55194.56,10626.33,0.0903,120,NY,Credit Card Refinancing,E,2 years,>150k,Current,0,Alpha Servicing,2020-08-05,2024-01-17,Available,LendingWeb
L-101136,B-50437,Auto,2020-11-24,2050-06-20,229783.47,72472.79,0.0576,360,MS,Other,B,11 years,50k-100k,Late (31-120 days),143,Gamma Collections,2021-04-17,2024-08-04,Pending,LendingWeb
L-101137,B-84852,Student,2020-03-27,2030-02-03,148245.56,121715.77,0.0544,120,MI,Home Improvement,D,16 years,<50k,Late (16-30 days),19,Alpha Servicing,2021-10-20,2024-04-14,Available,Legacy
L-101138,B-36350,Mortgage,2023-01-01,2022-01-01,216426.39,28124.1,0.0869,60,OH,Home Improvement,G,17 years,<50k,Late (31-120 days),75,Delta Financial,2025-06-13,2024-08-07,Available,LendingWeb
L-101139,B-82725,Student,2020-01-24,2029-12-02,343714.25,120564.22,0.0447,120,VT,Credit Card Refinancing,D,10 years,50k-100k,Late (31-120 days),88,Delta Financial,2022-06-03,2024-01-04,Available,LendingWeb
L-101140,B-65686,Student,2020-02-10,2029-12-19,143212.08,58031.36,0.0405,120,NM,Major Purchase,F,12 years,50k-100k,Charged Off,132,Alpha Servicing,2021-01-22,2024-04-07,Expired,OriginatePro
L-101141,B-87025,Personal,2022-03-21,2051-10-15,134686.6,111093.3,0.0363,360,PA,Medical Expenses,E,0 years,<50k,Current,0,Alpha Servicing,2023-10-17,2024-06-16,Missing,Legacy
L-101142,B-79637,Mortgage,2021-10-26,2026-09-30,52123.83,8756.15,0.1013,60,TX,Medical Expenses,C,9 years,50k-100k,Fully Paid,0,Gamma Collections,2022-12-29,2024-05-24,Pending,Manual
L-101143,B-86393,Personal,2022-11-30,2027-11-04,282714.8,226588.38,0.1289,60,NY,Credit Card Refinancing,F,18 years,100k-150k,Closed,0,Beta Loan Servicers,2025-08-24,2024-02-27,Available,OriginatePro
L-101144,B-28803,Auto,2022-12-12,2052-07-07,366908.4,215508.11,0.1377,360,SD,Debt Consolidation,G,4 years,100k-150k,Charged Off,169,Beta Loan Servicers,2024-10-26,2024-08-03,Expired,Legacy
L-101145,B-53013,Personal,2020-12-11,2030-10-20,406388.17,297446.09,0.1254,120,IN,Major Purchase,D,5 years,>150k,Charged Off,57,Alpha Servicing,2021-07-15,2024-04-21,Available,OriginatePro
L-101146,B-79227,Personal,2023-01-01,2022-01-01,388803.55,5000.0,0.1032,36,NY,Medical Expenses,A,8 years,100k-150k,Closed,33,Alpha Servicing,2025-01-08,2024-03-27,Available,Manual
L-101147,B-71343,Auto,2022-02-26,2032-01-05,78164.45,61683.82,0.141,120,PA,Home Improvement,B,11 years,<50k,Fully Paid,0,Gamma Collections,2024-04-28,2024-01-25,Expired,Legacy
L-101148,B-97678,Personal,2020-03-10,2025-02-12,338300.6,39236.16,0.1193,60,DE,Medical Expenses,B,18 years,<50k,Current,0,Beta Loan Servicers,2022-09-04,2024-03-28,Expired,LendingWeb
L-101149,B-27616,Personal,2021-12-02,2024-11-16,125457.91,55361.25,0.0989,36,VT,Medical Expenses,C,17 years,<50k,Closed,0,Alpha Servicing,2022-02-13,2024-05-11,Available,OriginatePro
L-101150,B-49234,Mortgage,2023-03-04,2028-02-06,203228.16,167586.31,0.1419,60,ND,Major Purchase,B,12 years,>150k,Late (16-30 days),30,Delta Financial,2023-06-22,2024-04-23,Pending,Manual
L-101151,B-84494,Mortgage,2020-05-06,2030-03-15,124787.27,74241.63,0.1145,120,SD,Credit Card Refinancing,E,10 years,>150k,Current,0,Gamma Collections,2022-03-15,2024-05-15,Missing,Legacy
L-101152,B-95283,Personal,2022-04-30,2051-11-24,123507.35,60503.13,0.0523,360,MN,Debt Consolidation,A,12 years,100k-150k,Late (16-30 days),22,Alpha Servicing,2024-04-04,2024-03-27,Missing,Manual
L-101153,B-73721,Mortgage,2023-02-15,2026-01-30,428353.86,229495.64,0.0806,36,WY,Other,D,13 years,<50k,Late (31-120 days),94,Gamma Collections,2023-09-14,2024-02-13,Pending,LendingWeb
L-101154,B-19003,Student,2018-11-10,2021-10-25,-1000.0,267756.65,0.1136,36,MA,Other,B,10 years,100k-150k,Default,98,Alpha Servicing,2019-12-27,2024-02-02,Missing,Legacy
L-101155,B-27743,Student,2020-05-26,2023-05-11,135709.09,66400.44,0.055,36,FL,Medical Expenses,G,3 years,100k-150k,Fully Paid,0,Gamma Collections,2022-05-18,2024-05-15,Available,OriginatePro
L-101156,B-87591,Personal,2020-05-15,2023-04-30,289795.51,162316.25,0.0354,36,NY,Major Purchase,C,19 years,<50k,Charged Off,75,Beta Loan Servicers,2021-11-13,2024-05-20,Expired,LendingWeb
L-101157,B-51930,Personal,2019-04-04,2024-03-08,416423.29,297132.75,0.0945,60,NJ,Home Improvement,G,15 years,<50k,Default,99,Beta Loan Servicers,2019-05-25,2024-07-26,Available,Legacy
L-101158,B-60298,Personal,2018-05-24,2023-04-28,156008.1,41593.58,0.0905,60,ND,Debt Consolidation,E,15 years,50k-100k,Charged Off,151,Delta Financial,2020-04-20,2024-06-17,Missing,OriginatePro
L-101159,B-38108,Student,2021-03-09,2050-10-03,227506.03,173705.42,0.0413,360,VA,Debt Consolidation,E,0 years,<50k,Late (31-120 days),80,Delta Financial,2021-05-01,2024-03-18,Missing,Manual
L-101160,B-27464,Personal,2020-12-19,2025-11-23,485094.77,407025.44,0.0381,60,HI,Home Improvement,A,19 years,<50k,Fully Paid,0,Gamma Collections,2022-04-24,2024-08-05,Available,LendingWeb
L-101161,B-46634,Auto,2018-03-22,2021-03-06,355101.67,176058.82,0.101,36,VA,Credit Card Refinancing,A,18 years,50k-100k,Late (16-30 days),20,Gamma Collections,2020-06-28,2024-04-27,Available,Legacy
L-101162,B-91446,Student,2021-06-21,2024-06-05,477601.99,400649.58,0.0473,36,LA,Medical Expenses,D,0 years,>150k,Late (16-30 days),27,Delta Financial,2022-04-08,2024-07-07,Missing,OriginatePro
L-101163,B-58915,Auto,2023-07-25,2033-06-02,397758.21,98810.19,0.0317,120,VT,Other,F,6 years,50k-100k,Default,56,Alpha Servicing,2025-02-20,2024-01-02,Missing,LendingWeb
L-101164,B-60144,Student,2019-02-11,2048-09-06,111480.55,53500.96,0.0479,360,MT,Major Purchase,F,20 years,50k-100k,Current,0,Beta Loan Servicers,2021-05-18,2024-01-02,Pending,OriginatePro
